created_at;";data;;;;data_payload;;;;;vazao";
05/10/17;"18:42:03.823354-03;2017-10-05 18:42;18:42;12:15:00";"AM;15;0b006b55;006b55;27477;312;20,8;20,8"
05/10/17;"18:27:00.868053-03;2017-10-05 18:27;18:27;12:08:00";"AM;8;0b006a1d;006a1d;27165;141;17,625;17,625"
05/10/17;"18:19:55.683045-03;2017-10-05 18:19;18:19;12:07:00";"AM;7;0b006990;006990;27024;111;15,85714286;15,85714286"
05/10/17;"18:12:11.645963-03;2017-10-05 18:12;18:12;12:08:00";"AM;8;0b006921;006921;26913;35;4,375;4,375"
05/10/17;"18:04:30.031188-03;2017-10-05 18:04;18:04;12:07:00";"AM;7;0b0068fe;0068fe;26878;7;1;1"
05/10/17;"17:57:11.145627-03;2017-10-05 17:57;17:57;12:08:00";"AM;8;0b0068f7;0068f7;26871;8;1;1"
05/10/17;"17:49:34.871484-03;2017-10-05 17:49;17:49;12:07:00";"AM;7;0b0068ef;0068ef;26863;7;1;1"
05/10/17;"17:42:07.403928-03;2017-10-05 17:42;17:42;12:07:00";"AM;7;0b0068e8;0068e8;26856;9;1,285714286;1,285714286"
05/10/17;"17:35:01.384082-03;2017-10-05 17:35;17:35;12:08:00";"AM;8;0b0068df;0068df;26847;7;0,875;0,875"
05/10/17;"17:27:11.986294-03;2017-10-05 17:27;17:27;12:07:00";"AM;7;0b0068d8;0068d8;26840;7;1;1"
05/10/17;"17:20:10.260095-03;2017-10-05 17:20;17:20;12:23:00";"AM;23;0b0068d1;0068d1;26833;23;1;1"
05/10/17;"16:57:20.301779-03;2017-10-05 16:57;16:57;12:07:00";"AM;7;0b0068ba;0068ba;26810;7;1;1"
05/10/17;"16:50:05.704981-03;2017-10-05 16:50;16:50;12:08:00";"AM;8;0b0068b3;0068b3;26803;9;1,125;1,125"
05/10/17;"16:42:37.998496-03;2017-10-05 16:42;16:42;12:07:00";"AM;7;0b0068aa;0068aa;26794;7;1;1"
05/10/17;"16:35:05.910516-03;2017-10-05 16:35;16:35;12:08:00";"AM;8;0b0068a3;0068a3;26787;9;1,125;1,125"
05/10/17;"16:27:51.17253-03;2017-10-05 16:27;16:27;12:07:00";"AM;7;0b00689a;00689a;26778;6;0,857142857;0,857142857"
05/10/17;"16:20:01.788617-03;2017-10-05 16:20;16:20;12:15:00";"AM;15;0b006894;006894;26772;17;1,133333333;1,133333333"
05/10/17;"16:05:32.035844-03;2017-10-05 16:05;16:05;12:08:00";"AM;8;0b006883;006883;26755;9;1,125;1,125"
05/10/17;"15:57:38.185366-03;2017-10-05 15:57;15:57;12:07:00";"AM;7;0b00687a;00687a;26746;12;1,714285714;1,714285714"
05/10/17;"15:50:10.574336-03;2017-10-05 15:50;15:50;12:08:00";"AM;8;0b00686e;00686e;26734;15;1,875;1,875"
05/10/17;"15:42:42.821987-03;2017-10-05 15:42;15:42;12:07:00";"AM;7;0b00685f;00685f;26719;22;3,142857143;3,142857143"
05/10/17;"15:35:36.421128-03;2017-10-05 15:35;15:35;12:15:00";"AM;15;0b006849;006849;26697;46;3,066666667;3,066666667"
05/10/17;"15:20:17.959136-03;2017-10-05 15:20;15:20;12:08:00";"AM;8;0b00681b;00681b;26651;29;3,625;3,625"
05/10/17;"15:12:58.385878-03;2017-10-05 15:12;15:12;12:07:00";"AM;7;0b0067fe;0067fe;26622;36;5,142857143;5,142857143"
05/10/17;"15:05:29.848733-03;2017-10-05 15:05;15:05;12:07:00";"AM;7;0b0067da;0067da;26586;39;5,571428571;5,571428571"
05/10/17;"14:58:18.425207-03;2017-10-05 14:58;14:58;12:08:00";"AM;8;0b0067b3;0067b3;26547;45;5,625;5,625"
05/10/17;"14:50:27.701996-03;2017-10-05 14:50;14:50;12:07:00";"AM;7;0b006786;006786;26502;61;8,714285714;8,714285714"
05/10/17;"14:43:11.36901-03;2017-10-05 14:43;14:43;12:08:00";"AM;8;0b006749;006749;26441;66;8,25;8,25"
05/10/17;"14:35:37.269698-03;2017-10-05 14:35;14:35;12:08:00";"AM;8;0b006707;006707;26375;82;10,25;10,25"
05/10/17;"14:27:58.465453-03;2017-10-05 14:27;14:27;12:07:00";"AM;7;0b0066b5;0066b5;26293;96;13,71428571;13,71428571"
05/10/17;"14:20:23.669563-03;2017-10-05 14:20;14:20;12:08:00";"AM;8;0b006655;006655;26197;106;13,25;13,25"
05/10/17;"14:12:53.055346-03;2017-10-05 14:12;14:12;12:07:00";"AM;7;0b0065eb;0065eb;26091;120;17,14285714;17,14285714"
05/10/17;"14:05:35.190995-03;2017-10-05 14:05;14:05;12:07:00";"AM;7;0b006573;006573;25971;128;18,28571429;18,28571429"
05/10/17;"13:58:12.786465-03;2017-10-05 13:58;13:58;12:08:00";"AM;8;0b0064f3;0064f3;25843;137;17,125;17,125"
05/10/17;"13:50:41.402657-03;2017-10-05 13:50;13:50;12:07:00";"AM;7;0b00646a;00646a;25706;139;19,85714286;19,85714286"
05/10/17;"13:43:14.37564-03;2017-10-05 13:43;13:43;12:08:00";"AM;8;0b0063df;0063df;25567;129;16,125;16,125"
05/10/17;"13:35:25.763277-03;2017-10-05 13:35;13:35;12:08:00";"AM;8;0b00635e;00635e;25438;100;12,5;12,5"
05/10/17;"13:27:55.204273-03;2017-10-05 13:27;13:27;12:07:00";"AM;7;0b0062fa;0062fa;25338;34;4,857142857;4,857142857"
05/10/17;"13:20:22.405596-03;2017-10-05 13:20;13:20;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"13:12:43.093862-03;2017-10-05 13:12;13:12;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"13:05:34.673269-03;2017-10-05 13:05;13:05;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:57:50.983079-03;2017-10-05 12:57;12:57;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:49:58.447134-03;2017-10-05 12:49;12:49;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:42:45.466987-03;2017-10-05 12:42;12:42;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:35:14.990443-03;2017-10-05 12:35;12:35;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:27:26.918644-03;2017-10-05 12:27;12:27;12:23:00";"AM;23;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"12:04:37.884123-03;2017-10-05 12:04;12:04;12:15:00";"AM;15;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:49:28.140262-03;2017-10-05 11:49;11:49;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:42:02.033798-03;2017-10-05 11:42;11:42;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:34:18.361776-03;2017-10-05 11:34;11:34;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:27:01.07305-03;2017-10-05 11:27;11:27;12:09:00";"AM;9;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:18:59.857548-03;2017-10-05 11:18;11:18;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"11:11:24.942295-03;2017-10-05 11:11;11:11;12:15:00";"AM;15;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:56:28.401969-03;2017-10-05 10:56;10:56;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:48:40.31686-03;2017-10-05 10:48;10:48;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:41:23.015968-03;2017-10-05 10:41;10:41;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:33:39.378081-03;2017-10-05 10:33;10:33;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:26:00.099499-03;2017-10-05 10:26;10:26;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:18:25.201967-03;2017-10-05 10:18;10:18;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:11:03.506513-03;2017-10-05 10:11;10:11;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"10:03:15.431798-03;2017-10-05 10:03;10:03;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:55:49.351736-03;2017-10-05 09:55;09:55;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:48:05.692063-03;2017-10-05 09:48;09:48;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:40:30.808519-03;2017-10-05 09:40;09:40;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:32:55.91643-03;2017-10-05 09:32;09:32;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:25:21.011467-03;2017-10-05 09:25;09:25;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"09:17:46.100959-03;2017-10-05 09:17;09:17;12:22:00";"AM;22;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:55:14.768699-03;2017-10-05 08:55;08:55;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:47:22.300166-03;2017-10-05 08:47;08:47;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:40:05.005981-03;2017-10-05 08:40;08:40;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:32:34.572403-03;2017-10-05 08:32;08:32;12:15:00";"AM;15;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:17:02.931968-03;2017-10-05 08:17;08:17;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:09:45.63743-03;2017-10-05 08:09;08:09;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"08:01:53.23226-03;2017-10-05 08:01;08:01;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:54:27.165096-03;2017-10-05 07:54;07:54;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:46:52.330822-03;2017-10-05 07:46;07:46;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:39:13.099067-03;2017-10-05 07:39;07:39;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:31:42.659106-03;2017-10-05 07:31;07:31;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:24:03.410566-03;2017-10-05 07:24;07:24;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:16:24.090257-03;2017-10-05 07:16;07:16;12:15:00";"AM;15;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"07:01:40.777942-03;2017-10-05 07:01;07:01;12:07:00";"AM;7;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"06:54:01.553887-03;2017-10-05 06:54;06:54;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"06:46:04.744259-03;2017-10-05 06:46;06:46;12:15:00";"AM;15;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"06:31:03.785474-03;2017-10-05 06:31;06:31;12:08:00";"AM;8;0b0062d8;0062d8;25304;0;0;0"
05/10/17;"06:23:46.506349-03;2017-10-05 06:23;06:23;12:08:00";"AM;8;0b0062d8;0062d8;25304;1;0,125;0,125"
05/10/17;"06:15:49.286915-03;2017-10-05 06:15;06:15;12:07:00";"AM;7;0b0062d7;0062d7;25303;0;0;0"
05/10/17;"06:08:40.786119-03;2017-10-05 06:08;06:08;12:08:00";"AM;8;0b0062d7;0062d7;25303;1;0,125;0,125"
05/10/17;"06:00:52.353204-03;2017-10-05 06:00;06:00;12:22:00";"AM;22;0b0062d6;0062d6;25302;2;0,090909091;0,090909091"
05/10/17;"05:38:10.841051-03;2017-10-05 05:38;05:38;12:08:00";"AM;8;0b0062d4;0062d4;25300;2;0,25;0,25"
05/10/17;"05:30:30.886857-03;2017-10-05 05:30;05:30;12:07:00";"AM;7;0b0062d2;0062d2;25298;1;0,142857143;0,142857143"
05/10/17;"05:23:00.013364-03;2017-10-05 05:23;05:23;12:08:00";"AM;8;0b0062d1;0062d1;25297;2;0,25;0,25"
05/10/17;"05:15:33.518456-03;2017-10-05 05:15;05:15;12:07:00";"AM;7;0b0062cf;0062cf;25295;1;0,142857143;0,142857143"
05/10/17;"05:08:11.420198-03;2017-10-05 05:08;05:08;12:08:00";"AM;8;0b0062ce;0062ce;25294;2;0,25;0,25"
05/10/17;"05:00:35.887568-03;2017-10-05 05:00;05:00;12:07:00";"AM;7;0b0062cc;0062cc;25292;1;0,142857143;0,142857143"
05/10/17;"04:53:00.592341-03;2017-10-05 04:53;04:53;12:08:00";"AM;8;0b0062cb;0062cb;25291;2;0,25;0,25"
05/10/17;"04:45:47.326734-03;2017-10-05 04:45;04:45;12:07:00";"AM;7;0b0062c9;0062c9;25289;4;0,571428571;0,571428571"
05/10/17;"04:38:16.582476-03;2017-10-05 04:38;04:38;12:08:00";"AM;8;0b0062c5;0062c5;25285;2;0,25;0,25"
05/10/17;"04:30:29.577819-03;2017-10-05 04:30;04:30;12:07:00";"AM;7;0b0062c3;0062c3;25283;2;0,285714286;0,285714286"
05/10/17;"04:23:09.33026-03;2017-10-05 04:23;04:23;12:08:00";"AM;8;0b0062c1;0062c1;25281;2;0,25;0,25"
05/10/17;"04:15:40.332016-03;2017-10-05 04:15;04:15;12:15:00";"AM;15;0b0062bf;0062bf;25279;4;0,266666667;0,266666667"
05/10/17;"04:00:28.201528-03;2017-10-05 04:00;04:00;12:08:00";"AM;8;0b0062bb;0062bb;25275;2;0,25;0,25"
05/10/17;"03:52:58.261212-03;2017-10-05 03:52;03:52;12:07:00";"AM;7;0b0062b9;0062b9;25273;3;0,428571429;0,428571429"
05/10/17;"03:45:27.852719-03;2017-10-05 03:45;03:45;12:15:00";"AM;15;0b0062b6;0062b6;25270;5;0,333333333;0,333333333"
05/10/17;"03:30:27.138624-03;2017-10-05 03:30;03:30;12:15:00";"AM;15;0b0062b1;0062b1;25265;4;0,266666667;0,266666667"
05/10/17;"03:15:32.507141-03;2017-10-05 03:15;03:15;12:07:00";"AM;7;0b0062ad;0062ad;25261;3;0,428571429;0,428571429"
05/10/17;"03:08:08.357718-03;2017-10-05 03:08;03:08;12:08:00";"AM;8;0b0062aa;0062aa;25258;5;0,625;0,625"
05/10/17;"03:00:49.439461-03;2017-10-05 03:00;03:00;12:07:00";"AM;7;0b0062a5;0062a5;25253;5;0,714285714;0,714285714"
05/10/17;"02:53:04.444407-03;2017-10-05 02:53;02:53;12:08:00";"AM;8;0b0062a0;0062a0;25248;5;0,625;0,625"
05/10/17;"02:45:37.076741-03;2017-10-05 02:45;02:45;12:07:00";"AM;7;0b00629b;00629b;25243;6;0,857142857;0,857142857"
05/10/17;"02:38:18.26692-03;2017-10-05 02:38;02:38;12:00:00";"AM;0;0b006295;006295;25237;0;0,85714286;0,85714286"
05/10/17;"02:38:09.485572-03;2017-10-05 02:38;02:38;12:08:00";"AM;8;0b006295;006295;25237;6;0,75;0,75"
05/10/17;"02:30:50.668162-03;2017-10-05 02:30;02:30;12:15:00";"AM;15;0b00628f;00628f;25231;15;1;1"
05/10/17;"02:15:59.356112-03;2017-10-05 02:15;02:15;12:07:00";"AM;7;0b006280;006280;25216;7;1;1"
05/10/17;"02:08:18.789623-03;2017-10-05 02:08;02:08;12:08:00";"AM;8;0b006279;006279;25209;9;1,125;1,125"
05/10/17;"02:00:51.362986-03;2017-10-05 02:00;02:00;12:14:00";"AM;14;0b006270;006270;25200;17;1,214285714;1,214285714"
05/10/17;"01:46:13.078059-03;2017-10-05 01:46;01:46;12:08:00";"AM;8;0b00625f;00625f;25183;10;1,25;1,25"
05/10/17;"01:38:28.161263-03;2017-10-05 01:38;01:38;12:07:00";"AM;7;0b006255;006255;25173;10;1,428571429;1,428571429"
05/10/17;"01:31:09.256953-03;2017-10-05 01:31;01:31;12:08:00";"AM;8;0b00624b;00624b;25163;12;1,5;1,5"
05/10/17;"01:23:58.676531-03;2017-10-05 01:23;01:23;12:07:00";"AM;7;0b00623f;00623f;25151;13;1,857142857;1,857142857"
05/10/17;"01:16:17.699931-03;2017-10-05 01:16;01:16;12:08:00";"AM;8;0b006232;006232;25138;12;1,5;1,5"
05/10/17;"01:08:36.988369-03;2017-10-05 01:08;01:08;12:07:00";"AM;7;0b006226;006226;25126;13;1,857142857;1,857142857"
05/10/17;"01:01:09.417547-03;2017-10-05 01:01;01:01;12:15:00";"AM;15;0b006219;006219;25113;32;2,133333333;2,133333333"
05/10/17;"00:46:30.734737-03;2017-10-05 00:46;00:46;12:08:00";"AM;8;0b0061f9;0061f9;25081;20;2,5;2,5"
05/10/17;"00:38:45.399597-03;2017-10-05 00:38;00:38;12:07:00";"AM;7;0b0061e5;0061e5;25061;19;2,714285714;2,714285714"
05/10/17;"00:31:26.206125-03;2017-10-05 00:31;00:31;12:08:00";"AM;8;0b0061d2;0061d2;25042;23;2,875;2,875"
05/10/17;"00:23:53.863027-03;2017-10-05 00:23;00:23;12:07:00";"AM;7;0b0061bb;0061bb;25019;28;4;4"
05/10/17;"00:16:25.727529-03;2017-10-05 00:16;00:16;12:07:00";"AM;7;0b00619f;00619f;24991;33;4,714285714;4,714285714"
05/10/17;"00:09:10.260264-03;2017-10-05 00:09;00:09;12:08:00";"AM;8;0b00617e;00617e;24958;38;4,75;4,75"
05/10/17;"00:01:37.267219-03;2017-10-05 00:01;00:01;12:07:00";"AM;7;0b006158;006158;24920;44;6,285714286;6,285714286"
04/10/17;"23:54:21.358543-03;2017-10-04 23:54;23:54;12:15:00";"AM;15;0b00612c;00612c;24876;112;7,466666667;7,466666667"
04/10/17;"23:39:00.900816-03;2017-10-04 23:39;23:39;12:08:00";"AM;8;0b0060bc;0060bc;24764;75;9,375;9,375"
04/10/17;"23:31:26.792394-03;2017-10-04 23:31;23:31;12:07:00";"AM;7;0b006071;006071;24689;103;14,71428571;14,71428571"
04/10/17;"23:24:04.977053-03;2017-10-04 23:24;23:24;12:08:00";"AM;8;0b00600a;00600a;24586;115;14,375;14,375"
04/10/17;"23:16:29.787007-03;2017-10-04 23:16;23:16;12:08:00";"AM;8;0b005f97;005f97;24471;126;15,75;15,75"
04/10/17;"23:08:54.51221-03;2017-10-04 23:08;23:08;12:07:00";"AM;7;0b005f19;005f19;24345;141;20,14285714;20,14285714"
04/10/17;"23:01:49.382942-03;2017-10-04 23:01;23:01;12:08:00";"AM;8;0b005e8c;005e8c;24204;143;17,875;17,875"
04/10/17;"22:53:56.2426-03;2017-10-04 22:53;22:53;12:14:00 A";"M;14;0b005dfd;005dfd;24061;317;22,64285714;22,64285714"
04/10/17;"22:39:14.964405-03;2017-10-04 22:39;22:39;12:08:00";"AM;8;0b005cc0;005cc0;23744;147;18,375;18,375"
04/10/17;"22:31:17.438942-03;2017-10-04 22:31;22:31;12:08:00";"AM;8;0b005c2d;005c2d;23597;125;15,625;15,625"
04/10/17;"22:23:46.4783-03;2017-10-04 22:23;22:23;12:07:00 A";"M;7;0b005bb0;005bb0;23472;76;10,85714286;10,85714286"
04/10/17;"22:16:21.008516-03;2017-10-04 22:16;22:16;12:07:00";"AM;7;0b005b64;005b64;23396;9;1,285714286;1,285714286"
04/10/17;"22:09:01.781093-03;2017-10-04 22:09;22:09;12:01:00";"AM;1;0b005b5b;005b5b;23387;0;0;0"
04/10/17;"22:08:57.400298-03;2017-10-04 22:08;22:08;12:00:00";"AM;0;0b005b5b;005b5b;23387;0;0;0"
04/10/17;"22:08:48.623121-03;2017-10-04 22:08;22:08;12:07:00";"AM;7;0b005b5b;005b5b;23387;3;0,428571429;0,428571429"
04/10/17;"22:01:25.132957-03;2017-10-04 22:01;22:01;12:08:00";"AM;8;0b005b58;005b58;23384;4;0,5;0,5"
04/10/17;"21:53:57.755424-03;2017-10-04 21:53;21:53;12:07:00";"AM;7;0b005b54;005b54;23380;3;0,428571429;0,428571429"
04/10/17;"21:46:25.992409-03;2017-10-04 21:46;21:46;12:30:00";"AM;30;0b005b51;005b51;23377;12;0,4;0,4"
04/10/17;"21:16:53.976534-03;2017-10-04 21:16;21:16;12:15:00";"AM;15;0b005b45;005b45;23365;7;0,466666667;0,466666667"
04/10/17;"21:01:45.358106-03;2017-10-04 21:01;21:01;12:07:00";"AM;7;0b005b3e;005b3e;23358;3;0,428571429;0,428571429"
04/10/17;"20:54:13.51762-03;2017-10-04 20:54;20:54;12:08:00";"AM;8;0b005b3b;005b3b;23355;3;0,375;0,375"
04/10/17;"20:46:54.656242-03;2017-10-04 20:46;20:46;12:07:00";"AM;7;0b005b38;005b38;23352;4;0,571428571;0,571428571"
04/10/17;"20:39:26.981791-03;2017-10-04 20:39;20:39;12:08:00";"AM;8;0b005b34;005b34;23348;3;0,375;0,375"
04/10/17;"20:31:46.45508-03;2017-10-04 20:31;20:31;12:07:00";"AM;7;0b005b31;005b31;23345;3;0,428571429;0,428571429"
04/10/17;"20:24:19.113645-03;2017-10-04 20:24;20:24;12:08:00";"AM;8;0b005b2e;005b2e;23342;6;0,75;0,75"
04/10/17;"20:16:56.061593-03;2017-10-04 20:16;20:16;12:07:00";"AM;7;0b005b28;005b28;23336;3;0,428571429;0,428571429"
04/10/17;"20:09:41.45588-03;2017-10-04 20:09;20:09;12:07:00";"AM;7;0b005b25;005b25;23333;4;0,571428571;0,571428571"
04/10/17;"20:02:00.845457-03;2017-10-04 20:02;20:02;12:08:00";"AM;8;0b005b21;005b21;23329;7;0,875;0,875"
04/10/17;"19:54:37.665873-03;2017-10-04 19:54;19:54;12:07:00";"AM;7;0b005b1a;005b1a;23322;5;0,714285714;0,714285714"
04/10/17;"19:47:05.861828-03;2017-10-04 19:47;19:47;12:08:00";"AM;8;0b005b15;005b15;23317;4;0,5;0,5"
04/10/17;"19:39:34.102405-03;2017-10-04 19:39;19:39;12:07:00";"AM;7;0b005b11;005b11;23313;4;0,571428571;0,571428571"
04/10/17;"19:32:11.031007-03;2017-10-04 19:32;19:32;12:08:00";"AM;8;0b005b0d;005b0d;23309;5;0,625;0,625"
04/10/17;"19:24:39.218979-03;2017-10-04 19:24;19:24;12:15:00";"AM;15;0b005b08;005b08;23304;12;0,8;0,8"
04/10/17;"19:09:43.776523-03;2017-10-04 19:09;19:09;12:07:00";"AM;7;0b005afc;005afc;23292;6;0,857142857;0,857142857"
04/10/17;"19:02:20.620652-03;2017-10-04 19:02;19:02;12:07:00";"AM;7;0b005af6;005af6;23286;6;0,857142857;0,857142857"
04/10/17;"18:55:01.699052-03;2017-10-04 18:55;18:55;12:15:00";"AM;15;0b005af0;005af0;23280;15;1;1"
04/10/17;"18:40:18.836536-03;2017-10-04 18:40;18:40;12:16:00";"AM;16;0b005ae1;005ae1;23265;16;1;1"
04/10/17;"18:24:56.96298-03;2017-10-04 18:24;18:24;12:07:00";"AM;7;0b005ad1;005ad1;23249;10;1,428571429;1,428571429"
04/10/17;"18:17:29.434551-03;2017-10-04 18:17;18:17;12:07:00";"AM;7;0b005ac7;005ac7;23239;11;1,571428571;1,571428571"
04/10/17;"18:10:10.497725-03;2017-10-04 18:10;18:10;12:08:00";"AM;8;0b005abc;005abc;23228;15;1,875;1,875"
04/10/17;"18:02:55.464433-03;2017-10-04 18:02;18:02;12:15:00";"AM;15;0b005aad;005aad;23213;35;2,333333333;2,333333333"
04/10/17;"17:47:37.597125-03;2017-10-04 17:47;17:47;12:07:00";"AM;7;0b005a8a;005a8a;23178;23;3,285714286;3,285714286"
04/10/17;"17:40:35.430199-03;2017-10-04 17:40;17:40;12:08:00";"AM;8;0b005a73;005a73;23155;27;3,375;3,375"
04/10/17;"17:32:49.679384-03;2017-10-04 17:32;17:32;12:07:00";"AM;7;0b005a58;005a58;23128;33;4,714285714;4,714285714"
04/10/17;"17:25:25.559527-03;2017-10-04 17:25;17:25;12:07:00";"AM;7;0b005a37;005a37;23095;32;4,571428571;4,571428571"
04/10/17;"17:18:01.358808-03;2017-10-04 17:18;17:18;12:08:00";"AM;8;0b005a17;005a17;23063;39;4,875;4,875"
04/10/17;"17:10:15.366135-03;2017-10-04 17:10;17:10;12:07:00";"AM;7;0b0059f0;0059f0;23024;44;6,285714286;6,285714286"
04/10/17;"17:03:03.906394-03;2017-10-04 17:03;17:03;12:16:00";"AM;16;0b0059c4;0059c4;22980;102;6,375;6,375"
04/10/17;"16:47:52.479396-03;2017-10-04 16:47;16:47;12:15:00";"AM;15;0b00595e;00595e;22878;137;9,133333333;9,133333333"
04/10/17;"16:32:48.647342-03;2017-10-04 16:32;16:32;12:07:00";"AM;7;0b0058d5;0058d5;22741;89;12,71428571;12,71428571"
04/10/17;"16:25:31.47731-03;2017-10-04 16:25;16:25;12:08:00";"AM;8;0b00587c;00587c;22652;88;11;11"
04/10/17;"16:17:52.460957-03;2017-10-04 16:17;16:17;12:07:00";"AM;7;0b005824;005824;22564;88;12,57142857;12,57142857"
04/10/17;"16:10:22.24229-03;2017-10-04 16:10;16:10;12:08:00";"AM;8;0b0057cc;0057cc;22476;109;13,625;13,625"
04/10/17;"16:02:51.600085-03;2017-10-04 16:02;16:02;12:07:00";"AM;7;0b00575f;00575f;22367;138;19,71428571;19,71428571"
04/10/17;"15:55:16.103646-03;2017-10-04 15:55;15:55;12:23:00";"AM;23;0b0056d5;0056d5;22229;468;20,34782609;20,34782609"
04/10/17;"15:32:50.34884-03;2017-10-04 15:32;15:32;12:07:00";"AM;7;0b005501;005501;21761;137;19,57142857;19,57142857"
04/10/17;"15:25:10.439481-03;2017-10-04 15:25;15:25;12:08:00";"AM;8;0b005478;005478;21624;112;14;14"
04/10/17;"15:17:39.759563-03;2017-10-04 15:17;15:17;12:07:00";"AM;7;0b005408;005408;21512;47;6,714285714;6,714285714"
04/10/17;"15:10:15.34-03;2017-10-04 15:10;15:10;12:08:00 AM;";"8;0b0053d9;0053d9;21465;4;0,5;0,5"
04/10/17;"15:02:56.486373-03;2017-10-04 15:02;15:02;12:22:00";"AM;22;0b0053d5;0053d5;21461;10;0,454545455;0,454545455"
04/10/17;"14:40:20.044962-03;2017-10-04 14:40;14:40;12:07:00";"AM;7;0b0053cb;0053cb;21451;4;0,571428571;0,571428571"
04/10/17;"14:33:05.548543-03;2017-10-04 14:33;14:33;12:08:00";"AM;8;0b0053c7;0053c7;21447;4;0,5;0,5"
04/10/17;"14:25:29.28902-03;2017-10-04 14:25;14:25;12:07:00";"AM;7;0b0053c3;0053c3;21443;4;0,571428571;0,571428571"
04/10/17;"14:18:14.693816-03;2017-10-04 14:18;14:18;12:01:00";"AM;1;0b0053bf;0053bf;21439;0;0;0"
04/10/17;"14:17:57.15806-03;2017-10-04 14:17;14:17;12:07:00";"AM;7;0b0053bf;0053bf;21439;4;0,571428571;0,571428571"
04/10/17;"14:10:29.775811-03;2017-10-04 14:10;14:10;12:07:00";"AM;7;0b0053bb;0053bb;21435;4;0,571428571;0,571428571"
04/10/17;"14:03:02.408904-03;2017-10-04 14:03;14:03;12:08:00";"AM;8;0b0053b7;0053b7;21431;4;0,5;0,5"
04/10/17;"13:55:34.990934-03;2017-10-04 13:55;13:55;12:07:00";"AM;7;0b0053b3;0053b3;21427;5;0,714285714;0,714285714"
04/10/17;"13:48:07.551284-03;2017-10-04 13:48;13:48;12:08:00";"AM;8;0b0053ae;0053ae;21422;4;0,5;0,5"
